Open Time,Open,Close,High,Low
2024-05-28 21:00:00,3833.01000000,3836.48000000,3836.65000000,3827.11000000
2024-05-28 21:15:00,3836.49000000,3841.89000000,3852.10000000,3836.48000000
2024-05-28 21:30:00,3841.89000000,3841.00000000,3847.00000000,3839.79000000
2024-05-28 21:45:00,3841.00000000,3843.43000000,3848.20000000,3840.00000000
2024-05-28 22:00:00,3843.43000000,3854.22000000,3860.88000000,3842.53000000
2024-05-28 22:15:00,3854.22000000,3860.80000000,3861.96000000,3850.10000000
2024-05-28 22:30:00,3860.81000000,3861.07000000,3863.20000000,3855.09000000
2024-05-28 22:45:00,3861.07000000,3863.00000000,3864.85000000,3857.65000000
2024-05-28 23:00:00,3862.99000000,3854.74000000,3871.76000000,3851.56000000
2024-05-28 23:15:00,3854.74000000,3855.17000000,3855.18000000,3851.06000000
2024-05-28 23:30:00,3855.18000000,3850.74000000,3855.24000000,3847.00000000
2024-05-28 23:45:00,3850.75000000,3844.69000000,3850.75000000,3841.60000000
2024-05-29 00:00:00,3844.69000000,3847.52000000,3848.25000000,3842.25000000
2024-05-29 00:15:00,3847.52000000,3848.60000000,3851.40000000,3843.36000000
2024-05-29 00:30:00,3848.59000000,3847.90000000,3855.19000000,3847.04000000
2024-05-29 00:45:00,3847.89000000,3848.59000000,3850.80000000,3842.80000000
2024-05-29 01:00:00,3848.60000000,3844.72000000,3854.58000000,3844.71000000
2024-05-29 01:15:00,3844.71000000,3842.91000000,3849.44000000,3836.16000000
2024-05-29 01:30:00,3842.91000000,3849.59000000,3850.70000000,3835.15000000
2024-05-29 01:45:00,3849.60000000,3844.41000000,3852.99000000,3841.03000000
2024-05-29 02:00:00,3844.41000000,3842.50000000,3844.78000000,3836.04000000
2024-05-29 02:15:00,3842.50000000,3860.56000000,3861.99000000,3840.00000000
2024-05-29 02:30:00,3860.55000000,3847.94000000,3862.41000000,3846.18000000
2024-05-29 02:45:00,3847.94000000,3847.41000000,3855.00000000,3846.41000000
2024-05-29 03:00:00,3847.41000000,3853.70000000,3856.60000000,3847.29000000
2024-05-29 03:15:00,3853.70000000,3849.63000000,3861.59000000,3846.63000000
2024-05-29 03:30:00,3849.64000000,3854.00000000,3860.70000000,3844.00000000
2024-05-29 03:45:00,3854.00000000,3851.00000000,3856.00000000,3848.00000000
2024-05-29 04:00:00,3850.99000000,3861.39000000,3861.40000000,3847.22000000
2024-05-29 04:15:00,3861.39000000,3884.08000000,3888.55000000,3856.86000000
2024-05-29 04:30:00,3884.07000000,3868.95000000,3884.15000000,3867.79000000
2024-05-29 04:45:00,3868.94000000,3871.79000000,3875.28000000,3862.59000000
2024-05-29 05:00:00,3871.79000000,3862.22000000,3873.50000000,3861.32000000
2024-05-29 05:15:00,3862.22000000,3868.96000000,3871.35000000,3862.21000000
2024-05-29 05:30:00,3868.95000000,3879.98000000,3880.96000000,3868.95000000
2024-05-29 05:45:00,3879.98000000,3868.25000000,3881.64000000,3867.82000000
2024-05-29 06:00:00,3868.24000000,3866.32000000,3871.91000000,3865.70000000
2024-05-29 06:15:00,3866.33000000,3870.99000000,3871.50000000,3864.31000000
2024-05-29 06:30:00,3870.99000000,3863.94000000,3871.00000000,3861.20000000
2024-05-29 06:45:00,3863.93000000,3858.24000000,3864.60000000,3856.36000000
2024-05-29 07:00:00,3858.24000000,3847.93000000,3859.92000000,3843.78000000
2024-05-29 07:15:00,3847.94000000,3834.07000000,3856.00000000,3831.00000000
2024-05-29 07:30:00,3834.07000000,3840.00000000,3840.00000000,3829.00000000
2024-05-29 07:45:00,3839.99000000,3820.00000000,3840.71000000,3818.48000000
2024-05-29 08:00:00,3819.99000000,3794.86000000,3827.05000000,3787.28000000
2024-05-29 08:15:00,3794.87000000,3804.33000000,3805.00000000,3781.00000000
2024-05-29 08:30:00,3804.34000000,3802.58000000,3809.14000000,3791.50000000
2024-05-29 08:45:00,3802.58000000,3801.01000000,3806.66000000,3792.76000000
2024-05-29 09:00:00,3801.01000000,3805.44000000,3817.38000000,3796.09000000
2024-05-29 09:15:00,3805.44000000,3800.75000000,3812.00000000,3792.43000000
2024-05-29 09:30:00,3800.76000000,3807.54000000,3810.52000000,3792.72000000
2024-05-29 09:45:00,3807.53000000,3805.61000000,3814.32000000,3802.98000000
2024-05-29 10:00:00,3805.62000000,3820.00000000,3821.00000000,3803.01000000
2024-05-29 10:15:00,3819.99000000,3820.32000000,3820.80000000,3813.43000000
2024-05-29 10:30:00,3820.32000000,3816.50000000,3820.32000000,3811.00000000
2024-05-29 10:45:00,3816.50000000,3824.92000000,3825.36000000,3816.25000000
2024-05-29 11:00:00,3824.92000000,3821.59000000,3826.06000000,3816.67000000
2024-05-29 11:15:00,3821.59000000,3828.76000000,3828.88000000,3820.49000000
2024-05-29 11:30:00,3828.77000000,3818.44000000,3828.77000000,3814.00000000
2024-05-29 11:45:00,3818.43000000,3811.16000000,3825.69000000,3808.45000000
2024-05-29 12:00:00,3811.15000000,3822.10000000,3822.10000000,3810.60000000
2024-05-29 12:15:00,3822.09000000,3814.19000000,3828.87000000,3809.20000000
2024-05-29 12:30:00,3814.20000000,3808.17000000,3815.49000000,3794.00000000
2024-05-29 12:45:00,3808.17000000,3815.40000000,3825.56000000,3804.10000000
2024-05-29 13:00:00,3815.41000000,3835.00000000,3835.00000000,3810.61000000
2024-05-29 13:15:00,3835.00000000,3800.00000000,3838.83000000,3796.00000000
2024-05-29 13:30:00,3800.01000000,3794.24000000,3804.70000000,3782.80000000
2024-05-29 13:45:00,3794.25000000,3798.04000000,3800.54000000,3780.20000000
2024-05-29 14:00:00,3798.04000000,3794.15000000,3802.94000000,3790.01000000
2024-05-29 14:15:00,3794.15000000,3772.03000000,3799.19000000,3763.38000000
2024-05-29 14:30:00,3772.04000000,3783.32000000,3788.15000000,3765.32000000
2024-05-29 14:45:00,3783.31000000,3778.21000000,3788.88000000,3778.20000000
2024-05-29 15:00:00,3778.21000000,3779.60000000,3781.79000000,3771.12000000
2024-05-29 15:15:00,3779.60000000,3764.02000000,3799.56000000,3755.01000000
2024-05-29 15:30:00,3764.02000000,3767.16000000,3771.19000000,3750.60000000
2024-05-29 15:45:00,3767.16000000,3759.85000000,3770.39000000,3753.71000000
2024-05-29 16:00:00,3759.84000000,3751.42000000,3760.00000000,3744.41000000
2024-05-29 16:15:00,3751.41000000,3749.99000000,3767.97000000,3749.04000000
2024-05-29 16:30:00,3750.00000000,3763.19000000,3764.38000000,3748.97000000
2024-05-29 16:45:00,3763.20000000,3764.36000000,3770.58000000,3759.09000000
2024-05-29 17:00:00,3764.26000000,3762.19000000,3767.04000000,3755.40000000
2024-05-29 17:15:00,3762.19000000,3764.71000000,3765.12000000,3751.27000000
2024-05-29 17:30:00,3764.71000000,3767.77000000,3780.00000000,3762.32000000
