Open Time,Open,Close,High,Low
2024-05-28 21:00:00,169.71000000,169.04000000,169.80000000,168.97000000
2024-05-28 21:15:00,169.05000000,169.35000000,169.95000000,169.04000000
2024-05-28 21:30:00,169.36000000,169.07000000,169.59000000,169.06000000
2024-05-28 21:45:00,169.08000000,168.92000000,169.24000000,168.91000000
2024-05-28 22:00:00,168.91000000,169.34000000,169.62000000,168.87000000
2024-05-28 22:15:00,169.34000000,169.57000000,169.81000000,169.12000000
2024-05-28 22:30:00,169.57000000,169.07000000,169.69000000,169.07000000
2024-05-28 22:45:00,169.07000000,169.03000000,169.22000000,168.97000000
2024-05-28 23:00:00,169.03000000,168.49000000,169.18000000,168.49000000
2024-05-28 23:15:00,168.49000000,168.87000000,168.88000000,168.31000000
2024-05-28 23:30:00,168.88000000,169.11000000,169.36000000,168.61000000
2024-05-28 23:45:00,169.12000000,168.68000000,169.22000000,168.67000000
2024-05-29 00:00:00,168.68000000,168.75000000,169.05000000,168.51000000
2024-05-29 00:15:00,168.75000000,168.35000000,168.94000000,168.08000000
2024-05-29 00:30:00,168.36000000,168.93000000,169.18000000,168.04000000
2024-05-29 00:45:00,168.93000000,168.47000000,168.93000000,168.26000000
2024-05-29 01:00:00,168.48000000,168.07000000,168.87000000,168.07000000
2024-05-29 01:15:00,168.06000000,167.99000000,168.17000000,167.44000000
2024-05-29 01:30:00,167.98000000,168.77000000,168.80000000,167.91000000
2024-05-29 01:45:00,168.76000000,168.21000000,168.99000000,168.10000000
2024-05-29 02:00:00,168.21000000,168.20000000,168.55000000,167.93000000
2024-05-29 02:15:00,168.20000000,169.45000000,169.50000000,168.10000000
2024-05-29 02:30:00,169.44000000,169.12000000,169.58000000,169.04000000
2024-05-29 02:45:00,169.12000000,169.66000000,169.83000000,169.05000000
2024-05-29 03:00:00,169.66000000,171.16000000,171.27000000,169.66000000
2024-05-29 03:15:00,171.17000000,171.02000000,171.80000000,170.39000000
2024-05-29 03:30:00,171.02000000,171.94000000,172.55000000,171.02000000
2024-05-29 03:45:00,171.93000000,172.35000000,172.39000000,171.59000000
2024-05-29 04:00:00,172.35000000,172.76000000,172.96000000,172.04000000
2024-05-29 04:15:00,172.75000000,172.16000000,172.94000000,172.01000000
2024-05-29 04:30:00,172.16000000,172.10000000,172.28000000,171.72000000
2024-05-29 04:45:00,172.09000000,172.13000000,172.25000000,171.86000000
2024-05-29 05:00:00,172.13000000,171.35000000,172.15000000,171.26000000
